id,type,answer_count,question_body,title,uri
6569911,question,,"The use of lidocaine with Epi during Mohs surgery is optimal, especially in areas where bleeding can be excessive (like the scalp) because the epinephrine causes vasoconstriction and minimizes bleeding. It is very advantageous to minimize bleeding as it allows the surgeon tosee more clearly and be able to cut and suture in a more meticulous way. Some patients are sensitive to the Epi and it can make them feel like their heart is racing, however, the small amount that is used in Mohs surgery is not typically problematic and contributes greatly to a smooth and uneventful surgery.","Quenby Erickson, DO, FAAD, FACMS answers: Can the Moh's surgery on this cancerous place on my scalp be done with a local anesthe",/question/augusta-ga-mohrs-surgery-cancerous-place-scalp-local-anesthetic-epinephrine
5527168,question,4,Hi my dad had mohs surgery done (vertex incision) 2 months ago. Large area on scalp 2nd course of antibiotics still oozing. He has to go for radiotherapy and we just don't know how to get it to heal. I have used salt and water. ..dressings have been aqua flex silver alternating with manuka honey antibacterial dressings. Doc has now prescribed steroid cream. Any advice please,"Mohs surgery: vertex incision dissolvable stitches still oozing, what should I do? (Photos)",/question/ireland-mohs-surgery-vertex-incision-disolvable-stitchesstill-oozing
234486,question,,"
	If the Mohs surgery location on your nose is in the concave part on the side just above your nostril, this is an excellent location for healing by itself (also known as healing by secondary intention, or granulation). Your Mohs surgeon or plastic surgeon should evaluate whether letting the wound heal this way might cause collapse of the nostril when you try to breathe in through your nose. If there is no risk of collapse, and you don&#39;t feel like more surgery, I think allowing it to heal is a fine option, as long as you understand it can take longer and still requires wound care until healed.
","Jessica J. Krant, MD, MPH answers: What Happens to Mohs Surgery Scar when Healed by Itself?",/question/Mohs-surgery-scar-healing
1082376,question,,"
	The care instructions depend on exactly what was done, was the area stitched up or was it left to heal on its own? Every Mohs surgeon has different opinions on post surgery care so it is best to contact your Mohs surgeon and ask them directly.&nbsp;
","Omar Ibrahimi, MD answers: Mohs Surgery on my Scalp?",/question/mohs-surgery-my-scalp
1544136,question,5,"After Moh surgery for BCC with flap, I got loads of spider veins on my nose, where I had the surgery. How soon after surgery can I treat the veins. Plus which is better IPL or Veinwave or Iridex 940 etc? Thanks.",How soon after moh surgery can I treat spider veins on nose and what is method? (photo),/question/jordan-ny-after-moh-surgery-treat-spider-veins-nose-and-method-photo-attached
290388,question,16,"
	I had Mohs Surgery when I was 27 (8 years ago) to remove a large basal cell carcinoma from the tip of my nose. My scar runs along the length of my nose and is discolored, raised/depressed and my nose has a somewhat lopsided/chewed up appearance now. After surgery, I had one session of dermaplaning with some improvement to texture. What are the best scar treatment options for me and would I get better results from a plastic surgeon or laser surgeon? Thanks
",Mohs Surgery Scar on Nose,/question/mohs-surgery-scar-nose
12389861,question,,"Mohs surgery on the face often requires surgical repair and reconstruction to reapproximate the skin edges. Flaps or direct closure techniques are used. It is important that you optimize scar healing during this phase in order to reduce longterm scars. For red scars, we use Vbeam laser, followed by fractional laser for scar topography and contour. We recommend Platos Scar Serum twice daily for the immediate postoperative period. Fractional laser is safe for scar laser therapy. There are treatments for swelling and edema of the scars. If there is residual sutures or edema, we advise you to follow a scar treatment protocol that can minimize the time to recovery. Our office specializes in scar revisions for Mohs surgery. Best, Dr. KaramanoukianRealself100 Surgeon","Raffy Karamanoukian, MD, FACS answers: Does my eyelid post MOHS surgery look normal? (Photo)",/question/london-gb-eyelid-post-mohs-surgery-normal
12389831,question,,"Mohs surgery on the face often requires surgical repair and reconstruction to reapproximate the skin edges. Flaps or direct closure techniques are used. It is important that you optimize scar healing during this phase in order to reduce longterm scars. For red scars, we use Vbeam laser, followed by fractional laser for scar topography and contour. We recommend Platos Scar Serum twice daily for the immediate postoperative period. Fractional laser is safe for scar laser therapy. There are treatments for swelling and edema of the scars. If there is residual sutures or edema, we advise you to follow a scar treatment protocol that can minimize the time to recovery. Our office specializes in scar revisions for Mohs surgery. Best, Dr. KaramanoukianRealself100 Surgeon","Raffy Karamanoukian, MD, FACS answers: Is it normal for a Mohs surgery spot to bleed and scab after several years?",/question/illinois-il-normal-mohs-surgery-spot-bleed-scab-after-years
8982931,question,9,Several years ago I had mohs surgery for two basal cells on my nose (see picture). My plastic surgeon suggested using Juvederm Vollure as a filler to inject into the scars. I am very self conscious about the scars since they are quite visible as they are in the middle of my nose. Is this the best procedure to correct the indention and scarring?,Is an injection of Juvederm Vollure filler the best option for scars on my nose from basal cell mohs surgery? (photo),/question/florida-fl-injection-juvederm-vollure-filler-option-scars-nose-basal-cell-mohs
7949712,question,,Thanks for your post.&nbsp; I hope you are healing well after Mohs reconstruction.&nbsp; After every Mohs procedure you should be provided with written and verbal instructions about wound care so you should have crystal clear directions on how to care for the wound.&nbsp; Please contact your surgeon as they may have forgotten to provide you with these instructions.&nbsp; Every surgery is different and every surgeon has their own wound care preferences.&nbsp; I hope this helps.,"Hooman Khorasani, MD answers: Wound Care After Mohs Surgery Repair?",/question/wound-care-after-mohs-surgery-repair
222907,question,,"
	Without a doubt Mohs micrographic surgery offers the best treatment for a skin cancer. Using a meticulous surgical and microscopic technique, a Mohs surgeon removes the cancer and spares healthy tissue around it. Given lower risk of recurrence and lack of incomplete excision, Mohs surgery is also the most cost effective treatment. As far as reconstruction of a cosmetically sensitive area is concerned, look for a Mohs surgeon with experience in such reconstructions. For example, a&nbsp;fellowship-trained Mohs surgeons spend an extra year perfecting&nbsp;Mohs technique and reconstructive surgery. Ask to see before and after photos if you still have any doubts. Or, if a defect is very challenging, i.e. involving bone, then a multi-specialty approach involving plastic surgeons, ENT, or oculoplastic surgeon may be necessary.
","Larisa Ravitskiy, MD answers: Mohs Surgery for Skin Cancer",/question/mohs-surgery-skin-cancer
526280,question,2,"
	I had Mohs surgery on my upper lip and now my lips aren&#39;t symmetrical at all, and I am embarrased by this. Is there something I can do to correct this?
",Lip Asymmetry After Mohs Surgery. What Are My Options?,/question/lip-symmetry1
13267046,question,1,"My scalp has no laxity, and I have had previous scalp surgeries to treat injuries. Now, I have been diagnosed with basal cell carcinoma, which will be excised soon. The wound cannot be closed; it must heal by second intention (time and wound care). I will be left with a fairly large bald spot that my hair cannot cover. I do not want a hair transplant. What are my reconstructive surgical options? Tissue expansion? Could tissue expansion cause tissue necrosis?",Scalp Reconstruction After Mohs Surgery,/question/fairfax-virginia-scalp-reconstruction-after-mohs-surgery
12389856,question,,"Mohs surgery on the face often requires surgical repair and reconstruction to reapproximate the skin edges. Flaps or direct closure techniques are used. It is important that you optimize scar healing during this phase in order to reduce longterm scars. For red scars, we use Vbeam laser, followed by fractional laser for scar topography and contour. We recommend Platos Scar Serum twice daily for the immediate postoperative period. Fractional laser is safe for scar laser therapy. There are treatments for swelling and edema of the scars. If there is residual sutures or edema, we advise you to follow a scar treatment protocol that can minimize the time to recovery. Our office specializes in scar revisions for Mohs surgery. Best, Dr. KaramanoukianRealself100 Surgeon","Raffy Karamanoukian, MD, FACS answers: How soon can I wear makeup after mohs surgery on chin?",/question/garland-tx-wear-makeup-after-mohs-surgery-chin
334510,question,4,"
	I had mohs surgery 1 week ago and plastic re-constructive surgery followed.It was for my upper lip which was diagnosed as malignant squamous cell carcinoma. What should I expect as far as pain postoperatively? I am having sharp, stabbing pain, worse than before surgery.Is this normal?I had a grandmother who died of brain cancer and a mother who died of lung cancer. A Dr. Edward Parry did the Mohs surgery and a Dr. Bassichis did the plastic surgery. I live in Roswell, NM, they are 500 miles away.
",Post-op Expectations After Squamous Cell Lip Mohs Surgery?,/question/expect-pain-wise-postoperatively-after-squamous-cell-lip-mohs-surgery
1088791,question,,"
	It is best to discuss this with your Mohs surgeon and the answer depends on the type and size of cancer you have and their surgical preferences. Mohs surgery is very effect and very safe, however, every procedure comes with some risks including bleeding and infection. Personally I like to make sure my own Mohs surgery patients do not travel for 1-2 weeks following surgery so that I can see them if there is a need too.&nbsp;
","Omar Ibrahimi, MD answers: How Long Until I Can Go On Vacation After Moh Surgery?",/question/vacation-after-moh-surgery
2037248,question,,"Your dermatologist is correct.&nbsp;&nbsp; Mohs surgery is normally performed on the face.&nbsp; However, if you were very satisfied with the Mohs surgeon, your dermatologist can certainly refer you back to him or her.&nbsp;","R. Stewart Collins, MD answers: Should I have normal removal of basil cell on my chest or have mohs surgery?",/question/mukwonago-wi-normal-removal-basil-cell-chest-mohs-surgery
4844689,question,,"I&nbsp;know that&nbsp;Mohs Surgery can be overwhelming, especially with your&nbsp;surgery & scar being on the face - but it has only been 4 days and the full healing process has only just begun.&nbsp;The reason for the length of the wound was to make it possible to close it so that the end result would be a scar that is flat &&nbsp;linear (falling along the natural contour of your nasolabial fold).&nbsp;When you go in to have the stitches taken out, ask&nbsp;your doctor what more&nbsp;he/she recommends that you could do in order to help with the healing, if he/she hasn't already told you. There are several things that can be done post-Mohs surgery to help the scar flatten out completely and to reduce the redness. Just give it some time...","Girish S. Munavalli, MD, MHS answers: Mohs surgery 4 days ago. Surgeon said it was deep, not lateral, however due to the locatio",/question/maryland-md-mohs-surgery-days-surgeon-stated-deep-lateral-due-location-lot
452637,question,6,"
	I have to have Mohs surgery of my lower eye lid for BCC. I want to know when I might be able to return to work as an Ultrasound tech after this surgery?
",Do You Wear a Patch over Your Eye After Mohs of the Lower Eyelid?,/question/wear-patch-your-eye-after-mohs-the-lower-eyelid
160562,question,,"Costs vary by dermatologist and by geographic area. However, it is standard that cost is per &quot;stage&quot;. This is the way Medicare compensates physicians for Mohs surgery. The fee per stage includes the cost of the Mohs surgeon not only removing the cancerous tissue, but also mapping it, sectioning it, marking it and then working with a histotechnician to create frozen sections of the tissue.Lastly, it also includes the Mohs surgeon reading the sections to see if all the tumor is removed. If another pathologist is &quot;reading &quot; the frozen section and you are billed for another physician in addition to the Mohs surgeon, then you are not receiving Mohs surgery and should not be called such. This is because Mohs surgery includes the pathology and by definition the Mohs surgeon is acting as the pathologist as well as the surgeon. Lastly, the repair of the surgical defect is a separate fee.","Steven Hacker, MD answers: Average cost of Mohs Micrographic Surgery?",/question/average-cost-mohs-micrographic-surgery
1394272,question,2,"I am just shy of three weeks post MOHS surgery for removal of a squamous cell carcinoma in situ from my right cheek. The incision has healed, but there is lumpiness and tiny indents along the 1 long incision. Also, feels like there is raised hard tissue underneath the incision. Will this lumpiness go away eventually? Anything else I can do now, such as massaging the scar to help flatten it?",Will lumpiness of MOHS surgery scar on cheek eventually flatten out?,/question/riverside-ca-lumpiness-mohs-surgery-scar-cheek-eventually-flatten
189326,question,5,"
	I had a small (3mm) raised pearly colored bump on my forehead for the past few months. My dermatologist removed it and sent if for a biopsy. It came back as a small basal cell carcinoma. When I spoke to my dermatologist's assistant, she said that I need to come back into the office to discuss Mohs surgery. I'm in a wedding in June and I have my 20 year college reunion in August. Can I wait until Spetember to have the Mohs surgery? I'd rather not have a mark on my face for either of these.
",How Long Can I Wait Before Having Mohs Surgery?,/question/long-wait-before-mohs-surgery
547081,question,,"
	Mohs surgery requires that one person act as both surgeon and pathologist and that the tissue is mapped and processed so that virtually 100% of the periperal and deep surgical margins are viewed microscopically.

	Frozen section removal by a plastic surgeon would suggest that the tissue is sent off and processed and read by another specialist, probably a pathologist. How the tissue is processed is also critical. Some laboratories will cut vertically through the tissue, a process called breadloafing in that it resembles slices in a loaf of bread. Some may perform a more meticulous evaluation of the surgical margins. So you need to check and see how the tissue would be processed.

	Mohs surgery has a 98.5-99% cure rate for previously untreated basal cell carcinoma according to the scientific literature. I am unaware of similar studies that look at frozen section surgery (in part because of the differences in how the tissue is processed by various laboratories).

	The American College of Mohs Surgery recommends that you see a Mohs surgeon that has completed a 1-2 year fellowship in Mohs surgery and is a member or fellow of that College. That assures that the doctor performing the Mohs surgery has spent additional training after residency learning the Mohs procedure, interpretation of the slides and performing the necessary reconstruction. Good luck.
","Andrew Kaufman, MD answers: Is There a Difference Between Mohs Surgery Performed by a Dermatologist and Cancer Removal of Basil ",/question/there-difference-mohs-surgery-performed-dermatologits-and-cancer-removal-basil
1051050,question,,"
	When you have a basal cell carcinoma on the nose especially one that is morpheaform. I would mostly advocate for Mohs surgery unless you are a poor surgical candidate. Here are the reasons why: 1. Radiation therapy can cause DNA damage and result in more skin cancers down the line. If you were 100 years old that might not be an issue but if you plan to live another 20+ years then that is an important thing to consider is that you may develop additional cancers in the radiation field. 2. Morpheaform basal cells are aggressive and Mohs surgery is the gold standard to treat them. You want to do the procedure that has the best cure rate the first time around, if this recurs, it can turn into a much larger procedure. &nbsp;3. Mohs surgery is less time intensive and more cost effective than radiation therapy.

	&nbsp;

	As far as scarring, yes you would have a scar from Mohs surgery, regardless of who does the reconstruction. Fellowship trained Mohs surgeons who belong to the American College of Mohs surgery are trained in the reconstruction aspect and perform more facial reconstruction for skin cancer defects than any other specialty, including plastic surgery.&nbsp;

	&nbsp;

	Good luck with your treatment. Make sure you followup with a good dermatologist for regular skin checks afterwards.&nbsp;
","Omar Ibrahimi, MD answers: Trying to Decide Between RDT and MOHs Surgery for Basal Cell Morphea on Right Ala?",/question/decide-rdt-and-mohs-surgery-for-basal-cell-morphea-right-ala
1202849,question,2,8 weeks ago I had a skin graft on nose after mohs surgery. It is still swelling up a little. When you press on the graft it will turn white. Still seems like fluid under it. Will this correct itself or will the plastic surgeon have to correct it?,It's been 8 weeks since skin graft on nose after mohs surgery and there's fluid. Is this normal?,/question/its-weeks-skin-graft-nose-after-mohs-surgery
419343,question,,"
	There are many reasons that a skin cancer might be treated by Mohs surgery. The most common indications include location (e.g. eyelids, lips, nose, ears), aggressive types of skin cancer, poorly defined clinical margins, involvement of the surgical margins, large skin cancers (e.g. &gt; 1 cm on the face or &gt; 2cm on the trunk and extremities), perineural invovlement (i.e. tumor wrapped around the nerve). Since they&#39;re recommending Mohs after the skin cancer was excised (according to your question), I&#39;m assuming the surgical margins could be involved, but the best option is to ask the doctor specifically why he or she is recommending Mohs surgery for your skin cancer. There could be other reasons as well. Regarding cost, that is something that you would have to discuss with the surgeon. Costs might vary. Best bet, in my opinion, is to see a member of the American College of Mohs Surgery. These individuals have completed an additional fellowship in Mohs sugery after their residencies. Good luck.
","Andrew Kaufman, MD answers: Is It Typical to Need Mohs Surgery on Your Shoulder?",/question/typical-mohs-surgery-your-shoulder
11580091,question,1,Hello i just had mohs surgery 3 weeks ago. It was a direct closure on side of the nose. So no flap or skin graft was needed. I want rhinoplasty in Turkey in 3 or 4 months time! Is this safe and possible? I have read mixed things about if you can have it after mohs.,Rhinoplasty after Mohs - is it safe and possible?,/question/kilsby-england-united-kingdom-rhinoplasty-after-mohs
1046572,question,,"
	The cost of Moh's surgery or skin cancer surgery depends on the pathology costs, number of excisions, and depth of reconstruction.&nbsp; Raffy Karamanoukian, Los Angeles
","Raffy Karamanoukian, MD, FACS answers: How Much Does Mohs Surgery Cost?",/question/average-cost-mohs-micrographic-surgery
1565309,question,,"Wound healing after Mohs surgery can be quite variable depending on the location, size of the defect, and type of repair. Typically, my younger patients are anxious to return to their jobs the next day which is appropriate in most cases; however, I let them know that they will have a fair amount of swelling/bruising and will need to wear a bandage for at least a week. The majority of swelling does subside significantly within the first week after surgery. A pre-operative consult with your Mohs surgeon can give you a better idea of the type of recovery, scar and healing you can expect for your individual skin cancer and treatment.","Mary Alice Mina, MD answers: Mohs Surgery Recovery",/question/what-aftercare-mohs-surgery
241718,question,,"
	Hi,

	The biggest advantage of Mohs is the ability to meticulously and carefully map and remove a skin cancer on a critical area with a high cure rate and avoiding taking too much tissue.&nbsp; The nose certainly falls into this category since this is an important cosmetic unit and avoiding anatomical distortion is very important since everyone looks at your nose.&nbsp; The type of tumor is also important since some are more aggressive and tumor clearance with microscopic mapping is ideal.&nbsp; A lot of information regarding the technique of Mohs Surgery is available from the American Academy of Dermatology, the American Society for Mohs Surgery.&nbsp; If a patient for health reasons is unable to have Mohs, radiation with an experienced radiation oncologist is always an option.
","Grace Liu, MD answers: Mohs Surgery for Skin Cancer",/question/mohs-surgery-skin-cancer
126303,question,12,"I had Mohs surgery on 8/14 to remove a basal cell cancer from my forehead. The wound is now open and covered and I'm weighing my options for repair.  It's about the size of a silver dollar.  It does seem to be closing/shrinking from all sides, albeit ever so slowly.What are the advantages/disadvantages of waiting for it to continue to close before doing a skin graft or skin flap?  Thanks!",How to Repair Mohs Surgery Wound?,/question/repair-mohs-surgery-wound
7950052,question,,Thanks for your post.&nbsp; I hope you are healing well after Mohs reconstruction.&nbsp; After every Mohs procedure you should be provided with written and verbal instructions about wound care so you should have crystal clear directions on how to care for the wound.&nbsp; Please contact your surgeon as they may have forgotten to provide you with these instructions.&nbsp; Every surgery is different and every surgeon has their own wound care preferences.&nbsp; I hope this helps.,"Hooman Khorasani, MD answers: Can I use liquid bandage over stitches on my face after Mohs Surgery? (photo)",/question/new-york-ny-liquid-bandage-stitches-face-after-mohs-surgery
7949706,question,,Thanks for your post.&nbsp; I hope you are healing well after Mohs reconstruction.&nbsp; After every Mohs procedure you should be provided with written and verbal instructions about wound care so you should have crystal clear directions on how to care for the wound.&nbsp; Please contact your surgeon as they may have forgotten to provide you with these instructions.&nbsp; Every surgery is different and every surgeon has their own wound care preferences.&nbsp; I hope this helps.,"Hooman Khorasani, MD answers: Should vaseline continue to be used after stitches removed from mohs surgery one week ago?",/question/phoenix-az-vaseline-continue-after-stitches-removed-mohs-surgery-week
192204,question,2,"
	I had a small white freckle on my nose,about 1mm,I had taken it out and got the results that its BCC. I have scheduled the Mohs surgery next week. However, I just found out that I am pregnant. Should I go through with the surgery, or should I wait till I give birth? Could the surgery affect the baby?
",Can I Have Mohs Surgery While Pregnant?,/question/mohs-surgery-when-pregnant
3567087,question,,"Typically, after Mohs surgery on the face, sutures are removed 7-10 days later. Keeping the wound clean and covered with ointment and a bandage are recommended until it has healed. Ultimately healing can take many months. If you have anything going on with the area such as a firm nodule that you may be massaging, you should be seen for scar treatment evaluation.&nbsp;","Azin Meshkinpour, MD answers: Massage after mohs surgery.",/question/phoenix-az-massage-after-mohs-surgery
591892,question,7,"
	I have been advised after biopsies and Mohs surgery to use a thin layer of vaseline on the wound, but I have never understood why. Does is protect the wound or does it help the wound heal by keeping the area soft and therefore more comfortable for the patient (I mean with less itching or stretching).
",Why Use Vaseline After Mohs Surgery? Does It Keep the Wound Soft and Healing Better?,/question/vaseline-after-mohs-surgery-the-wound-soft-and-healing
2447432,question,3,I had Mohs surgery on my face just left of my nose 3 weeks ago. I had subcutaneous dissolving stitches as well as stitches to close the wound. The outer stitches were removed 2 weeks ago and I am now feeling a twitching or a wiggling movement under my scar. It almost feels like something crawling under my skin. Could I possibly be feeling the subcutaneous stitches dissolving?,Feeling a twitch under my healing scar after having mohs surgery on my face,/question/guilford-ct-feeling-twitch-healing-scar-after-mohs-surgery-face
106167,question,10,I was just diagnozed with BCC and MOHS Surgery has been recommended.  I am a self pay patient and the Dematologist stated that there will be a separate fee for the pathologist who has to be onsite.  Is this normal or should I insist on a Surgeon who also acts as the pathologist? What kind of fees are usually associated with this procedure?,Should the Surgeon Also Be the Pathologist for MOHS Surgery?,/question/mohs-surgery-surgeon-pathologist
7795466,question,,"Thanks for the excellent question.&nbsp; It is very common to develop a&nbsp;black eye after Mohs&nbsp;around the eyes and nose. &nbsp;This is because the skin of the&nbsp;eyelids is very thin, and the orbits are concave and capture dependent bruising.&nbsp;&nbsp;The&nbsp;black eye can last for up to 10 days&nbsp;after the procedure.&nbsp; For this reason it is important to ice the area regularly and keep the head elevated.&nbsp; Some people find that&nbsp;Arnica Forte speeds the resolution.&nbsp;I hope you had a successful Mohs surgery and are now cancer free.&nbsp;&nbsp;","Hooman Khorasani, MD answers: Will I get a black eye from Mohs surgery above my eyebrow?",/question/briarcliff-manor-ny-scheduled-squamous-cell-mohs-surgery-eyebrow-black-eye
7350902,question,,"Thank you for submitting your questions.&nbsp; Swelling after Mohs surgery is very common.&nbsp; If you experience swelling near the operative site, it is usually from fluid settling with position changes.&nbsp; Commonly, patients will develop swelling around their eyes or upper cheek on the same side of their Mohs surgery, and is worse&nbsp;in the morning upon waking up.&nbsp; This is usually from lying flat or mostly flat while sleeping.&nbsp; Cool compression and sleeping with head elevated should improve the swelling.&nbsp; If it worsens significantly or you suspect infection, you should contact your surgeon.&nbsp; Good luck in your recovery and thanks again for your questions.","Ned  Snyder, IV, MD answers: Swelling after Mohs surgery. 5 days post-op. Is this normal?",/question/san-diego-ca-swelling-after-mohs-surgery
308825,question,,"
	Mohs surgery is the gold standard for treating certain skin cancers of the nose including the most common types: basal cell carcinoma and squamous cell carcinoma. &nbsp;It provides the highest cure rate with the least amount of tissue removed which results in the best possible cosmetic result. &nbsp;The Mohs surgeon is able to concisely remove small sections of skin to visualize under a microscope in order to map out the entire tumor so there is no guess work. &nbsp;The goal is to make sure all the skin cancer is removed but also to avoid removing any more tissue than is absolutely necessary in order to keep the defect size as small as possible.&nbsp;

	The high cure rate of Mohs can only be achieved by going to a qualified and trained Mohs surgeon. &nbsp;There are many doctors who advertise doing Mohs who have not gone thru the rigors of a formal fellowship program. &nbsp;The American College of Mohs Surgery (ACMS) is the only organization that requires its members to have successfully completed an extensive one- to two-year ACMS-approved fellowship training program after they have completed their years of residency training.&nbsp;
","M. Christine Lee, MD answers: Mohs Surgery for Skin Cancer",/question/mohs-surgery-skin-cancer
7949696,question,,Thanks for your post.&nbsp; I hope you are healing well after Mohs reconstruction.&nbsp; After every Mohs procedure you should be provided with written and verbal instructions about wound care so you should have crystal clear directions on how to care for the wound.&nbsp; Please contact your surgeon as they may have forgotten to provide you with these instructions.&nbsp; Every surgery is different and every surgeon has their own wound care preferences.&nbsp; I hope this helps.,"Hooman Khorasani, MD answers: Should I Remove my Bandage and Let my Stitches Air out 4 Days After Mohs Surgery?",/question/remove-my-bandage-and-my-stitches-air-days-after-mohs-surgery
1312663,question,,"It is normal to get some swelling and bruising around the eyelid after Mohs surgery. I would recommend contacting your Mohs surgeon because they will likely want to see you or speak to you over the phone to make sure it isn't something more than bruising, such as a hematoma.","Omar Ibrahimi, MD answers: I had Mohs surgery on forehead. My eyelid is blood filled. How long should this last?",/question/mohs-surgery-forehead-my-eyelid-blood-filled-long-last
724474,question,,"
	You ask a very sophisticated question. There are many treatment options for basal cell cancer. Mohs surgery has the highest cure rate of any of the treatment methods but is only appropriate for certain types of Basal Cell Cancers, generally speaking, ones located on a critical area of the face, ones that are over a certain size on the body or ones that have been treated and have come back. The decision to undergo Mohs surgery is one most Mohs surgeons undertake after making sure the patient meets the appropriate criteria and that the patient understands all the other treatment options. Thus, you don't always have to undergo Mohs but you should discuss this with your dermatologist or Mohs surgeon because there may be certain criteria, even if your spot is very tiny, that might make it important to undergo Mohs surgery (ie aggressive histology).

	&nbsp;

	Regarding the closure, if you see an American College of Mohs Surgery member, they have extensive experience in facial reconstruction and most do more reconstructive facial surgery for skin cancers than any other specialist , so it might be something to consider. It is your decision though on who you want to close your hole following Mohs but in my practice, over 99.9% of the closures are done by me. The sheer volume and amount of skin cancer reconstruction is often the most important determinant. If you are seeing a plastic surgeon for the closure, but they spend time doing Breast implants or hand surgery, they might not be doing a whole lot of skin cancer reconstruction. Most importantly though is to make sure you feel comfortable with the person doing your closure.

	&nbsp;

	In terms of your restrictions, every surgeon is different, but in general you will need to avoid golfing for one to two weeks.
","Omar Ibrahimi, MD answers: Is Mohs Surgery Overreaching for a Tiny Basal Cell Cancer?",/question/mohs-surgery-overreaching-for-tiny-basal-cell-cancer
13466595,question,2,Issue: My mons buries 1.5 to 2 inches of my flacid or erect penis. Treatment history: Inflatable Penile Prosthesis done April 2024. Smart Lipo 360 abdomen + mons pubis done December 2023. Fully recovered. No swelling. What treatment options exist to permanently address this without major surgery? Heard anchoring of the penopubic skin to the prepubic deep fascia can be done with just sutures under local in 30 minutes?,Penis buried by mons - what treatment options exist to permanently address this without major surgery? (Photo),/question/melbourne-iowa-penis-buried-mons
161029,question,,"Hi Marcia72Q,  Mohs surgery is a technique in which the dermatologist surgically removes the skin cancer and then reads the pathology. There is one fee which covers both components of this procedure. There will likely be the need for a surgical reconstruction or repair of the defect created from surgical removal of the tumor and that is typically not included in the fee for Mohs surgery. I would strongly recommend finding a fellowship trained Mohs surgeon to treat your BCC as mohs surgery affords the highest cure rate because it give the surgeon the greatest control of the tissue margin whilst sparing the greatest amount of healthy tissue.  This ensures for a lower recurrence rate and a frequently smaller scar than is afforded from other methods of treating non-melanoma skin cancer such as conventional excision.  Check the American College of Mohs Surgery website to find a Mohs surgeon near you. Good luck!","Ritu Saini, MD answers: Should the surgeon also be the pathologist for MOHS surgery?",/question/mohs-surgery-surgeon-pathologist
1474528,question,,The swelling after Mohs surgery typically depends on the extent and approach to closure of the Mohs defect. Typically swelling resolves on its own in one week any thing beyond that should be discussed with your surgeon who closed defect.&nbsp;,"Steven Hacker, MD answers: How long should swelling last after Mohs Surgery when it's near your eye? (photo)",/question/fort-myers-fl-long-swelling-last-after-mohs-when-its-your-eye
512356,question,7,"
	I was told about 2 weeks ago that I need MOHs surgery on the tip of my nose. How long can I wait to have it done? I have a family wedding in June and my saut&eacute;ed graduates.
",How Long Can I Wait to Have MOHs Surgery Done?,/question/long-wait-mohs-surgery1
138667,question,,"In general, do not worry too much about some puffiness under the eye area after surgery, Mohs or otherwise. The early phase of healing lasts a month, and by 2 to 3 months there should be significant improvement. By 6 months even better, and by 12 even better. But truthfully, scars improve all the time indefinitely and the body wants the tissue to return to its natural state. It happens slowly over time.I agree you may gently massage the area to help speed the smoothing. It definitely helps to relieve pulling and to get fluid out of the area. If after about 3 months you are still concerned with something being wrong, do not hesitate to go back to the surgeon and ask if anything can be done. There are some minimally invasive techniques that can help. And of course, on occasion, a surgical scar revision may be what's needed, but this is very unlikely.","Jessica Krant, MD, MPH answers: Puffiness after Mohs Surgery",/question/mohs-surgery-under-eye-puffiness-swelling
312364,question,13,"
	I recently had Mohs surgery on my right nostril for basal cell carcinoma. In addition, I have always wanted rhinoplasty to change the shape of my nose. The scar (more like a chunk out of my nostril)is still very visible three years later. Will insurance cover a rhinoplasty since I have had skin cancer? Also, can a rhinoplasty be done using local anesthetic?
",Will Insurance Cover Rhinoplasty Following Mohs Surgery?,/question/insurance-cover-rhinoplasty-mohs-surgery-skin-cancer-nose
168197,question,4,"
	I had Mohs surgery on November 24, 2009. It was healing nicely and overnight a purple area surfaced in the incision line. It was biopsied. It is actinic keratosis. Doctor wants to freeze next week, but I am concerned if the whole flap is bad and not just the one point in the incision line.

	I have had two of ac's frozen in the past two years and then the basal cell removed in November. Should I be getting some sort of peel or cream to stop this before they surface and become something?
",Peel or Cream for Actinic Keratosis after Mohs Surgery?,/question/acitinic-keratosis-peel-cream
12389845,question,,"Mohs surgery on the face often requires surgical repair and reconstruction to reapproximate the skin edges. Flaps or direct closure techniques are used. It is important that you optimize scar healing during this phase in order to reduce longterm scars. For red scars, we use Vbeam laser, followed by fractional laser for scar topography and contour. We recommend Platos Scar Serum twice daily for the immediate postoperative period. Fractional laser is safe for scar laser therapy. There are treatments for swelling and edema of the scars. If there is residual sutures or edema, we advise you to follow a scar treatment protocol that can minimize the time to recovery. Our office specializes in scar revisions for Mohs surgery. Best, Dr. KaramanoukianRealself100 Surgeon","Raffy Karamanoukian, MD, FACS answers: Can I use scaraway on my nose skin graft scar? I had Mohs surgery 8 weeks ago.",/question/okatie-sc-scaraway-nose-skin-graft-scar-mohs-surgery-weeks
320223,question,10,"
	If my recent biopsy of a very tiny, pimple-like thing on my cheek is basil cell cancer, can I wait 4-5 weeks after the diagnosis for Mohs surgery? I have only had this &quot;pimple&quot; for 1 month. I am getting married in 4-5 weeks and don&#39;t want to have this show.
",Can Mohs Surgery Wait a Month After Diagnosis?,/question/mohs-surgery-wait-month-after-diagnosis
